Text,string_City,score_Count People Found Review Helpful,date_Date Created,score_Overall Rating,string_Place Location,string_State,summary
"The staff was very helpful and patient, and gave me great input and opinions that I was seeking. I enjoyed getting to try the jewelry on in person and then order in person (even though it was shipped a week or so later to me). I love my ring!",New York,0.0,2021-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The customer had a positive experience trying on and ordering jewelry in person and loves their ring.
Staff Behavior: The staff was helpful, patient, and provided great input and opinions.
Product/Service Feedback: The customer is satisfied with the quality of the product.
Suggestions for Improvement: None"
Lovely jewelry but skip the SoHo store — there is a long line to get in and after you purchase something theyll ask you to wait outside (took ~10 minutes) while they get it from the back. On a super hot summer day (and also trash day no less) its not an ideal experience as a paying customer to stand outside next to a pile of steaming trash after you spent hundreds of dollars in the store. Surely they could have a waiting area inside. Ill order online next time.,New York,8.0,2022-02-10,3,"43 Spring St, New York, NY",NY,"

Negative Issue: Having to wait outside in hot weather after purchasing an item due to a long line and lack of waiting area inside the SoHo store.
Positive Experience: Lovely jewelry.
Staff Behavior: None mentioned.
Product/Service Feedback: None mentioned.
Suggestions for Improvement: Have a waiting area inside the store for customers who have already made a purchase."
The store is lovely and the jewelry is beautiful. Im not sure if only 1 staff is allowed to be at each counter but when I was there I was looking for earrings. The counter where they were at already had 2 other customers and another 2-3 came after me. The girl was very nice and trying to help everyone. However there was another staff right across on a counter that had no customers at all. Perhaps it would have been best to have her come over to help. I understand you dont want to leave an open counter with jewelry unattended but there should be a better system for helping customers. I look forward to going back for more jewelry and for their piercing events.,New York,2.0,2020-02-10,4,"43 Spring St, New York, NY",NY,"

Negative Issue: Inefficient staff allocation and customer service
Positive Experience: Beautiful store and jewelry
Staff Behavior: The staff was nice and trying to help everyone, but there was a lack of efficient staff allocation.
Product/Service Feedback: N/A
Suggestions for Improvement: The store should have a better system for helping customers and allocating staff."
i got my helix done and they are very fast and professional.I got 2 helix pierced side by side and i didnt even feel the second one at all.,New York,0.0,2024-03-10,5,"43 Spring St, New York, NY",NY,"

None
Positive Experience: The reviewer had a fast and professional experience getting their helix pierced.
Staff Behavior: The staff was efficient and the reviewer did not feel the second piercing at all.
Product/Service Feedback: None
Suggestions for Improvement: None"
"I found this store be extremely unprofessional. I understand having to limit the amount of people coming into the store due to Covid -19, but I waited for 30 minutes in line outside, and the sales team mentioned they close the doors ten minutes early in order to give the people shopping time to wrap up. I got called to come in at exactly 6:50 and the sales associate stopped me to say "" sorry were closed""  meanwhile, there was only 3 people left in the store with multiple sales associates standing around talking while there was a line of at least 15 people outside ready to purchase.  As someone that works in a retail environment, there is nothing worse then turning people away when there is available staff to help and money to be spent.  What is keeping customers from making all their purchases online? A helpful and engaging sales team, and a pleasant in store shopping experience. Hopefully this team can learn that and stop closing early so they can go home.",New York,7.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Unprofessional and early closing of store, resulting in turning away customers.
Positive Experience: None mentioned.
Staff Behavior: Sales team was unhelpful and closed the store early, despite being able to assist customers and make sales.
Product/Service Feedback: None mentioned.
Suggestions for Improvement: Improve staff behavior by not closing early and being more attentive to customers. Consider offering online shopping options to avoid turning away customers."
"I love Mejuris delicate, elegant and timeless jewelry that still comes at a reasonable price point. Their showroom is beautiful and pleasant to spend time in. The salespeople are warm and friendly, and dont push anyone to make a purchase, but are very helpful. They can size your fingers, give advice on styles and place an order for you online--note this is just a showroom, so you cant buy to take home immediately. Ill keep coming back here for more beautiful little things!",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

- Negative Issue: None
- Positive Experience: The reviewer loves the delicate, elegant, and timeless jewelry at Mejuri and praises the reasonable price point and beautiful showroom.
- Staff Behavior: The salespeople are warm, friendly, and helpful, offering assistance with sizing, style advice, and online orders.
- Product/Service Feedback: The reviewer is satisfied with the product selection at the showroom.
- Suggestions for Improvement: None"
I usually buy from Mejuri online since the soho location is always busy but during Black Friday weekend I decided to come in to buy a Christmas gift. Lizz helped me and provided excepcional customer service. I would definitely be coming back!,New York,1.0,2023-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: Exceptional customer service from staff member Lizz.
Staff Behavior: Lizz provided exceptional customer service during a busy Black Friday weekend.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Staff was very helpful and welcoming. I had great interactions with all the staff members working the evening of 12/16, even the one on break next door at Taim.She overheard me on the phone worrying about delivery confirmation and offered some helpful info.Shopping for jewelry can be intimidating and confusing, but the sales environment here was low pressure and approachable. Would recommend.",New York,0.0,2019-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: Helpful and welcoming staff, low pressure and approachable sales environment.
Staff Behavior: All staff members were helpful and welcoming, even one who was on break.
Product/Service Feedback: None
Suggestions for Improvement: None"
I have been trying to return a gift I received for 2 weeks-complete nightmare. Finally decided to stick it out in line because it was shorter than it had been. I had to wait an hour to return something. I understand its Covid but this is the only place in soho that seems to be handling returns/purchases so poorly. There were 4 employees but only one was doing anything- 2 sat inside on iPads. Very bad experience and will not shop here again.,New York,11.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Difficulty and long wait time for returning a gift.
Positive Experience: None mentioned.
Staff Behavior: One employee was actively working while the others were seen using iPads. Customers felt that the returns and purchases were being handled poorly.
Product/Service Feedback: None mentioned.
Suggestions for Improvement: Improve return process and allocate more staff members to assist with returns and purchases. "
Monique and the other girl (forgot her name) at the register on 10/15 were very friendly and helped us with our exchange. They were very kind and helpful and they should be recognized for their good customer service.,New York,0.0,2023-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: Friendly and helpful staff at the register on 10/15
Staff Behavior: Monique and another employee were kind and provided good customer service during an exchange.
Product/Service Feedback: None
Suggestions for Improvement: None"
I came to the showroom to look at the jewelry in person after thinking about exchanging a recent gift. I was particularly interested in rings and ended up getting two of them. They were able to process the exchange in store efficiently — and even helped me get out a knot from my old Mejuri bracelet. Everyone was helpful and the space is beautiful!,New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: Efficient exchange process, helpful staff, beautiful showroom
Staff Behavior: Staff was helpful and efficient in processing the exchange and also assisted with a personal request.
Product/Service Feedback: Positive feedback on the quality and selection of jewelry.
Suggestions for Improvement: None"
"Patiently waited over 40 mins to go in on a Saturday. The set up was good and allowed for social distancing once inside. I wanted to purchase a few rings to complete a set but felt ignored by staff. While staff members were hyper focused on the white women on either side of me and eagerly helping them, I was largely left to fend for myself despite trying to ask questions to pull their attention, which was a bit disappointing given that staff members were POCs themselves. Walked out with only one ring and do not intend to purchase anymore products from Mejuri. Staff needs to be retrained.",New York,12.0,2022-02-10,2,"43 Spring St, New York, NY",NY,"

Negative Issue: Felt ignored by staff and disappointed in their behavior.
Positive Experience: Good set up for social distancing inside the store.
Staff Behavior: Staff was hyper focused on white women and largely ignored the reviewer, despite their efforts to ask questions.
Product/Service Feedback: Purchased only one ring and does not plan on purchasing from Mejuri again.
Suggestions for Improvement: Staff should be retrained."
"Such a great experience with this brand! The store was beautiful and nicely laid out, everyone who worked there was so lovely and helpful. I ordered a bracelet and and a necklace after trying them on, so excited to own these pieces!",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

None
Positive Experience: The store was beautiful and nicely laid out.
Staff Behavior: Everyone who worked there was lovely and helpful.
Product/Service Feedback: The reviewer ordered a bracelet and necklace after trying them on.
Suggestions for Improvement: None"
"I scheduled a piercing appointment over a month in advance only to arrive 10 minutes late due to train delays because of the winter weather, and was told on arrival there was only a 5 minute grace period and they could not fit me in.This was mentioned in none of the confirmation or reminder emails. In addition, I had tried to call before leaving to say I may be late but could not find the phone number in my emails, on their google location, or on their website. When I mentioned this at the store I was told it was on the website, and later found it located deep within the store directories.A 5 minute grace period is not unheard of in NYC, but should be mentioned and reiterated in every reminder email. Additionally, Mejuri does not offer piercings on weekends. This was my only day off so I could not reschedule. Instead I walked to another nearby piercing shop Studs and have an appointment scheduled for Sunday.",New York,9.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: The customer had a scheduled piercing appointment but arrived 10 minutes late due to train delays and was not accommodated due to a 5-minute grace period policy that was not mentioned in any of the confirmation or reminder emails.
Positive Experience: None mentioned.
Staff Behavior: The staff at the store was not helpful in finding the phone number to inform them of the delay and later told the customer that the information was available on the website.
Product/Service Feedback: The customer was disappointed that piercings are not offered on weekends and had to go to a different shop for the service.
Suggestions for Improvement: The customer suggests that the 5-minute grace period policy should be mentioned in reminder emails and that piercings should be offered on weekends."
"Ive always loved Mejuri and own several pieces from them. However, I was racially profiled and followed in their store by their security guard as I tried on different pieces. He didnt even attempt to hide his intentions. I wont be returning or purchasing anything else because who wants to be associated with a brand that treats them like a criminal because of their skin color? Disgusting that this is happening in 2022. So much for their We stand with black lives matter Instagram post from 2020, its all PR and posturing from these brands.",New York,11.0,2023-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Racial profiling and discrimination experienced in store.
Positive Experience: The reviewer has previously enjoyed Mejuri products.
Staff Behavior: The security guard was racially profiling and following the reviewer in the store.
Product/Service Feedback: None mentioned.
Suggestions for Improvement: Improve staff training and diversity initiatives."
"Really bad customer service - I was shocked. I came to the store to exchange a faulty item I had purchased online (the earring clasp was locked and would not open, so I literally couldnt put the earring on) but the associates were extremely rude and did not want to exchange the item for me, even though I had the receipt and the item was brand new. When the associate finally directed me to her manager after rolling her eyes at me, the manager was also extremely rude and condescending ; she even stopped helping me 4 times and let other people cut in front of me. I was polite the entire time but took note; Im a long time customer of Mejuri but wont be any longer.  Truly disappointed in such poor customer service. I just wanted an earring that I could actually wear and use. Mejuri- this is how you lose a loyal customer.",New York,6.0,2020-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Poor customer service, rude and unhelpful staff, difficulty with exchanging a faulty item
Positive Experience: None
Staff Behavior: Associates were rude and unhelpful, manager was also rude and condescending, stopped helping and let others cut in line
Product/Service Feedback: Difficulty exchanging a faulty item, unable to use earring due to locked clasp
Suggestions for Improvement: Improve customer service and staff behavior, ensure ease of exchanges for faulty items."
"Be prepared to wait for hours in the sun if you want to visit here. Maybe bring a hat or sunglasses and wear tons of sunscreen before you come 😅 Even after your purchase, the saleswoman will tell you to wait outside. After 15-20mins later, they will bring your purchase bag. I didnt enjoy my visit. The weather is extremely hot and the staffs dont seem like they care about how long the customers been waiting outside too.",New York,11.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Long wait times in the hot sun
Positive Experience: None
Staff Behavior: Staff appeared indifferent to customers waiting in the hot sun
Product/Service Feedback: None
Suggestions for Improvement: Provide a shaded waiting area for customers and improve customer service by acknowledging and addressing long wait times."
"I loved the Mejuri showroom! Ive been a Mejuri jewelry fan for a couple of years now, their pieces are classy, delicate, and unique without being insanely overpriced. It was lovely to visit the store and see all the pieces in person. The staff was fantastic and very friendly, I highly recommend stopping by.",New York,1.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

None
Positive Experience: The customer enjoyed their visit to the Mejuri showroom and appreciated the quality and uniqueness of the jewelry.
Staff Behavior: The staff at the showroom were described as fantastic and friendly.
Product/Service Feedback: The customer had positive feedback for the jewelry selection and pricing.
None"
"I got my ears pierced and the experience was amazing. I picked out my studs and waited 5 minutes. The piercer explained the whole process, showed me where he was going to place the studs and then he pierced each ear. It was over in like 10 minutes. I definitely plan on going back! And my earrings (a star stud and a moon stud) are amazing!",New York,1.0,2021-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The customer had a positive experience getting their ears pierced and was satisfied with the selection of earrings.
Staff Behavior: The piercer was helpful and knowledgeable, explaining the process and showing the customer where the studs would be placed.
Product/Service Feedback: The customer was happy with their earrings, describing them as ""amazing.""
Suggestions for Improvement: None"
Had my ear pierced and it was awesome! You have to get there 30 mins before they open to get a spot or youll have to wait a while. I picked the diamond flower stud and its gorgeous! The place was packed and I wished it was a little bigger. After the piercing I bought a necklace and a ring.,New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

- Negative Issue: None
- Positive Experience: The customer had a great experience getting their ear pierced and was happy with their choice of jewelry.
- Staff Behavior: The staff was helpful in explaining the process and assisting with the jewelry selection.
- Product/Service Feedback: The customer was satisfied with the quality and appearance of the jewelry.
- Suggestions for Improvement: The customer suggests that the store could benefit from being larger to accommodate the high number of customers."
What a surprise to discover Mejuri has a brick and mortar store!  So pleasantly surprised to be able to try on rings that Ive been eyeing on their website.  The sales associate was super helpful and patient with me.  I was even more surprised to be told that they have a store in SF! Hurray.,New York,0.0,2023-02-10,4,"43 Spring St, New York, NY",NY,"

- Negative Issue: None
- Positive Experience: The customer was pleasantly surprised to discover that the store had a physical location and appreciated being able to try on rings in person.
- Staff Behavior: The sales associate was described as helpful and patient.
- Product/Service Feedback: The customer was pleased to find out that the store had a location in San Francisco.
- Suggestions for Improvement: None"
"I had a great experience at the store. There was a wide selection of jewelries to try on and it was good to see the jewelries in person because trying it on is very different from seeing pictures online. The store is only for trying on jewelries and you cannot purchase the jewelries themselves. But they offer free expedited shipping if you order in store, so thats another perk for going in.",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The customer had a great experience at the store and appreciated the wide selection of jewelries available for trying on.
Staff Behavior: The staff was helpful and knowledgeable, offering free expedited shipping for in-store orders.
Product/Service Feedback: The customer found it beneficial to see the jewelries in person rather than just online.
Suggestions for Improvement: None"
"First, my original necklace order didnt even come with the necklace so I had to text and email you guys to send the correct product. Secondly, the necklace that Mejuri sent afterwards came jumbled in a bag so tangled up I cant even get the knot out of it now. I just spent the past 2 hours trying to unknot it but its so dainty its impossible. Is this a joke? By far the worst online jewelry shopping experience Ive encountered yet.",New York,4.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: The customer received the wrong product and had difficulty untangling the replacement necklace.

Positive Experience: None

Staff Behavior: The customer had to reach out to the company through text and email to receive the correct product.

Product/Service Feedback: The replacement necklace was tangled and difficult to untangle.

Suggestions for Improvement: The customer suggests that the company improve their shipping and packaging methods to avoid sending tangled products."
"I was excited to go into the showroom but upon entering, one girl greeted me but that was about it. I was planning on purchasing some earrings but felt ignored, no one else was in the store, I could have been easily helped/assisted to choose the perfect earrings for me but nothing. Maybe because Im asian?? idk. The vibes were just off. I hope you train your staff to be more helpful and acknowledging all kinds of people, not just hippy white girls in Soho.",New York,17.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Feeling ignored and not receiving assistance while shopping.
Staff Behavior: One staff member greeted the customer but did not offer further assistance. The customer also questions if their race played a role in the lack of attention.
Suggestions for Improvement: Train staff to be more attentive and welcoming to all customers, regardless of race or appearance."
"I walked in today because I follow the store on Instagram. As soon as I saw it, I had to go in. The staff was friendly and attentive. My sales associate was really nice and helpful to help me decide which ring to pick.I would definitely recommend coming in and checking out there store! I cant wait to get my ring in the mail! 🤩",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: Friendly and attentive staff, helpful sales associate, recommendation to check out the store
Staff Behavior: Staff was friendly and attentive, sales associate was nice and helpful
Product/Service Feedback: None
Suggestions for Improvement: None"
"They used to have a lot of cute dainty jewelry ranging from $100 - $300 (Im talking about solid 14k) they are cute, affordable, solid gold, easy to stack and style.Well, not anymore. Now everything looks the same. Gypsy rings, chunky chains and croissant rings. Boring. Expensive.",New York,4.0,2023-02-10,2,"43 Spring St, New York, NY",NY,"

Negative Issue: Lack of variety and uniqueness in current jewelry selection.
Positive Experience: The reviewer previously had positive experiences with the store's cute, affordable, and solid gold jewelry.
Staff Behavior: No information provided.
Product/Service Feedback: The current selection is described as boring and expensive.
Suggestions for Improvement: None provided."
"The Mejuri showroom represents the functional yet aesthetically pleasing experience of an actual showroom. You are free to try on any piece, the tables are organized within the space and they dont hover over you expecting theft. The best part for me? You can return online orders at the showroom. They are also very accommodating in providing you with specific sizes you need for specific pieces.",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The reviewer had a positive experience at the Mejuri showroom, noting its functional and aesthetically pleasing atmosphere. They also appreciated the ability to try on pieces and return online orders at the showroom.
Staff Behavior: The staff at the showroom were described as not hovering over customers and accommodating in providing specific sizes for pieces.
Product/Service Feedback: None
Suggestions for Improvement: None"
"OK Im really upset. First of all, they packed wrong earrings for my boyfriend at the store, which are by the way cheaper $150, but not a biggie he went back and exchanged for the one that he payed for. Turns out that the earrings that he got are not even! Its a slight difference, but common for $550 you could do better.",New York,3.0,2023-02-10,2,"43 Spring St, New York, NY",NY,"

Negative Issue: The customer received uneven earrings after a mistake was made in the store and had to go back to exchange them.

Positive Experience: None.

Staff Behavior: Staff was able to correct the mistake and exchange the earrings, but the customer was disappointed with the quality.

Product/Service Feedback: The customer was dissatisfied with the quality of the earrings for the price paid.

Suggestions for Improvement: The customer suggests that for the price paid, the quality should be better."
"45 minutes in line to make a return, and another 10 mins waiting inside for someone to help me. Dont be fooled, half the people in line are there to make a return because doing it online is impossible. I would give it zero starts if I could for return policies and customer service. I returned the items because for the price they looked lower quality than I expected.",New York,8.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"
Negative Issue: Long wait times and difficulties with making returns online.
Positive Experience: None.
Staff Behavior: None mentioned.
Product/Service Feedback: The quality of the items was lower than expected for the price.
Suggestions for Improvement: Improve return policies and customer service, and work on improving the quality of products for the price."
HAPPY PLACE :) This showroom allows you to try on all of the beautiful Mejuri pieces and have them at your doorsteps a few days later. The staff are super helpful with choosing pieces and assisting with any returns/exchanges. Mejuri is seriously the best -- wont buy jewelry anywhere else!,New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The reviewer had a great experience at the showroom, being able to try on and purchase Mejuri jewelry.
Staff Behavior: The staff were described as helpful and knowledgeable, providing assistance with selecting pieces and handling returns/exchanges.
Product/Service Feedback: The reviewer highly recommends Mejuri and would not buy jewelry from any other place.
Suggestions for Improvement: None"
"Nice little spot. They had a line when I went last week so only a certain amount of people could be inside at a time to help with social distancing. They had a nice selections, but not huge. I didnt buy anything bc there were a lot of pieces I wanted to see in person that werent there, but I did enjoy being able to shop in store",New York,0.0,2023-02-10,4,"43 Spring St, New York, NY",NY,"

- Negative Issue: None
- Positive Experience: Enjoyed being able to shop in store
- Staff Behavior: Helpful and knowledgeable about social distancing measures
- Product/Service Feedback: Limited selection and some desired items were not available in store
- Suggestions for Improvement: None"
The manager at the store should be fired for the way he speaks to customers. Truly an astonishingly rude and unfriendly person. Needs to be address. Also before he rudely dismissed us at the door for coming early he told the lady before us to essentially polish the damaged ring she received herself. Cant make this stuff up.,New York,6.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: The manager at the store was rude and unfriendly to customers and needs to be addressed.
Positive Experience: None
Staff Behavior: The manager was rude and dismissive to customers, and told a previous customer to fix a damaged ring herself.
Product/Service Feedback: None
Suggestions for Improvement: The manager's behavior needs to be addressed and improved."
"Bought several gold vermeil items from them last year. Stored them away in the pouches, just like instructed. Each piece was waiting for their day In the limelight due to covid/ nowhere to wear them last year . Took them out today and every single piece is tarnished!!!  Covered in black/ brown spots! None of these pieces were ever worn before and safely stowed away. Attempted to clean by buffing gently with dry cloth like instructions said to no avail. So disappointed because they are such nice items but now unwearable. Waste of money!!!!! I own several gold plated jewellery pieces from other companies and this has never been an issue",New York,6.0,2021-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Tarnished gold vermeil items that were stored away as instructed and never worn, making them unwearable.

Positive Experience: None.

Staff Behavior: None mentioned.

Product/Service Feedback: The customer mentions owning several gold plated jewelry pieces from other companies that have not had the same issue.

Suggestions for Improvement: None mentioned."
Absolutely love this store and brand! The staff at this location are so kind and help guide you through all their jewelry!,New York,0.0,2024-02-10,5,"43 Spring St, New York, NY",NY,"
None
Positive Experience: The customer loves the store and brand.
Staff Behavior: The staff at this location are kind and helpful with guiding customers through their jewelry selection.
None
None"
"I love Mejuri. Levi helped us out and was so nice, patient, and helpful, even though it was right around closing time. We tried on a bunch of rings--all of which are beautiful. And even though we have to order them theyll be here in just 2 days! Yay!",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The reviewer had a positive experience at Mejuri and was impressed with the quality of the rings.
Staff Behavior: The staff member, Levi, was described as nice, patient, and helpful even though it was close to closing time.
Product/Service Feedback: The rings tried on were described as beautiful and the reviewer was happy with the quick delivery time.
Suggestions for Improvement: None"
"I loved visiting the store! I wanted a specific ring, but wasnt sure on the size, and the staff was very helpful with assisting me. They were all very kind and helpful. I also love all of their products. I will definitely be visiting again!",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The reviewer loved visiting the store and found the staff to be helpful and kind.
Staff Behavior: The staff were helpful and knowledgeable, assisting the reviewer with finding the right size for a ring.
Product/Service Feedback: The reviewer loved all of the products in the store.
Suggestions for Improvement: None"
"Had an amazing one on one stylist experience at Mejuri ! I booked the one on one because I know how crazy the store can get, and I was hoping to sit down with someone to find my wedding band. I looked at the website before my appointment so I had some ideas in mind. When my fiancé and I arrived they had everything prepared, including the styles I liked and some refreshments. One of the styles I picked ended up being the winner. I loved being able to try it on in person and see how it looked with my engagement ring (which is a family heirloom btw!) My fiancé and I left thrilled that I found my winning wedding band, and to our surprise it arrived about a day and a half later at my house. Cant wait to purchase some other jewelry from Mejuri in the future. Who knows, maybe Ill find some wedding earrings too. This was my first purchase from Mejuri by the way, and I will be back for more !",New York,1.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The reviewer had an amazing one-on-one stylist experience at Mejuri. They were able to find their perfect wedding band and were impressed with the quick delivery of the product.
Staff Behavior: The staff at Mejuri were helpful and had everything prepared for the reviewer's appointment. They were also knowledgeable about the products and provided refreshments.
Product/Service Feedback: The reviewer was satisfied with the quality and selection of Mejuri's products and plans to make future purchases.
Suggestions for Improvement: None"
"Mejuri products are beautiful but fragile. My gold anklet just fell off my ankle and my friend lost her bracelet the same way. Customer service was no help of course. I have been a huge fan, but will no longer be shopping here.",New York,4.0,2023-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Fragile products that easily fall off and poor customer service.
Positive Experience: Appreciation for the beauty of Mejuri products.
Staff Behavior: No help from customer service.
Product/Service Feedback: Products are delicate and prone to falling off.
Suggestions for Improvement: None mentioned."
"FYI this is is just a showroom for now. So you wont be able to WALK AWAY with any jewelry. If you order to store, it will come in 1-2 business days. If you order to home, it will come another 1-2 days after that.For a dainty gold fiend like myself, I spent way too much time trying everything on three times. Its really nice that you can just walk up to a piece and put it on:earrings, rings, bracelets, anklets. Every employee has the price and material memorized for each piece and iPads are available for you to scroll through as well. SOME pieces are not in store to try on but the employees know them well so they can give their opinion.The whole showroom has a wedding registry vibe with nice sofas, a little nook to sit down and make your orders, etc. There is also a piercing studio if you want to get a purchased stud put in (unclear how that works since they dont sell items there).",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The reviewer enjoyed being able to try on various dainty gold jewelry pieces and appreciated the availability of iPads to browse through additional options. They also liked the wedding registry vibe and the presence of a piercing studio.
Staff Behavior: The employees were knowledgeable about the prices and materials of each piece and were able to give their opinions on pieces that were not available in-store.
Product/Service Feedback: None
Suggestions for Improvement: None"
"Doorman made us wait outside immediately after letting two girls out claiming they were ""at capacity"" It was about 10 degrees outside. Also they werent at capacity - like I said, the doorman had just let two people out. We watched them come out and still had to stand out there, in the cold. Happy to wait, but maybe when its less than 10 degrees, have us wait inside.Everyone in the store was lovely, very helpful, and the jewelry is beautiful. Hire a new doorman / security guard.",New York,4.0,2019-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: Lovely and helpful staff, beautiful jewelry.
Staff Behavior: The doorman was not helpful and made customers wait outside in cold temperatures, despite not actually being at capacity.
Product/Service Feedback: None
Suggestions for Improvement: Hire a new doorman or security guard to improve customer experience and avoid making them wait outside in extreme weather conditions."
"Have always been a fan of Mejuri when I first heard about them via Claire Marshall (YouTuber). When I heard they were opening a showroom in NYC, I freaked out. Like, wait this amazing Canadian brand is coming here to the States? Whoop. Not to mention, when I popped in, the vibe is super chill and chic, and so is the staff. Jordan and Megan were such a delightful pair to assist me with some wedding jewelry. Many thanks, Gals!",New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"
Negative Issue: None
Positive Experience: The reviewer is a fan of Mejuri and was excited to hear about their showroom in NYC.
Staff Behavior: The staff at the showroom, specifically Jordan and Megan, were described as delightful, helpful, and chic.
Product/Service Feedback: The reviewer purchased wedding jewelry from Mejuri.
Suggestions for Improvement: None"
"Okay - a friend recently recommended Mejuri to me, but after reading these reviews I have absolutely no intention of shopping there. Customer service should always come first.3 stars because you need to click stars in order to write something here.",New York,5.0,2022-02-10,3,"43 Spring St, New York, NY",NY,"

Negative Issue: Poor customer service and negative reviews have deterred the reviewer from shopping at Mejuri.

Positive Experience: None

Staff Behavior: None mentioned

Product/Service Feedback: None mentioned

Suggestions for Improvement: Improve customer service to prioritize customer satisfaction."
Such a great experience shopping at Mejuri! They were all so helpful without being pushy. Ive always been curious about their jewellry and seeing it in person was just what I needed. Ive been looking at their website everyday since I visited looking for what Im gonna buy next.,New York,1.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: Customer had a great shopping experience at Mejuri and found the staff to be helpful without being pushy.
Staff Behavior: The staff at Mejuri were helpful and not pushy.
Product/Service Feedback: The customer was curious about Mejuri's jewelry and found seeing it in person to be a positive experience. They have been looking at the website daily since their visit.
Suggestions for Improvement: None"
I just want to leave review in name of Mejuri customer service. I had issue when the earrings that I ordered where not delivered in full. After my complaint there where very attentive and corrected mistake.Thank you guys 5*,New York,0.0,2023-02-10,5,"43 Spring St, New York, NY",NY,"

Negative Issue: None
Positive Experience: The customer received attentive and prompt service from Mejuri's customer service team.
Staff Behavior: The staff was attentive and promptly corrected a mistake with the order.
Product/Service Feedback: None
Suggestions for Improvement: None"
The staff at Mejuri in NY were very friendly and helpful! The jewelry is beautiful and the quality is great. They have a large selection of products and I definitely plan to purchase more of their jewelry!,New York,0.0,2020-02-10,5,"43 Spring St, New York, NY",NY,"

None
Staff Behavior: The staff at Mejuri in NY were described as friendly and helpful.
Product/Service Feedback: The jewelry at Mejuri was praised for its beauty and quality, with a large selection of products.
None"
"Product line is great and staff are extremely helpful and courteous.   However, the place needs to get their payment system in order.  They must use a canadian payment processor so US CCs get declined all the time.  Reason being when you make a purchase it alerts your CC company as if someone possibly stole your card and is trying to use it in Canada.   My capital one got declined 5 times and finally had to use my debit  card and forgo the points (btw it would have been ALOT of points)",New York,0.0,2020-02-10,4,"43 Spring St, New York, NY",NY,"

Negative Issue: Issues with payment system not accepting US credit cards due to using a Canadian processor, causing declined transactions and inconvenience for customers.
Positive Experience: Great product line and helpful, courteous staff.
Staff Behavior: Staff were described as extremely helpful and courteous.
Product/Service Feedback: No specific feedback related to the product or service itself was mentioned.
Suggestions for Improvement: None."
IF I COULD GIVE A ZERO.Their online customer service is terrible. A pendant necklace was ordered and it came without the pendant. I am fighting this with customer service right now and they are calling this lost when the order was never fulfilled. They are not even willing to compensate for the product they didnt deliver on.,New York,5.0,2022-02-10,1,"43 Spring St, New York, NY",NY,"

Negative Issue: Poor online customer service and failure to fulfill an order.
Positive Experience: None.
Staff Behavior: Unhelpful and uncooperative customer service.
Product/Service Feedback: Poor quality control resulting in missing product.
Suggestions for Improvement: Improve online customer service and quality control processes."
